fine,coarse,product_name,brand,size,unit_price_sgd,per_unit_sgd,image_source,image_url,source_url,local_path,scrape_date
Camel-Nuts,Snacks,Camel Natural Mix Nuts - Fruits & Nutty,Camel,150g,4.99,4.99,fairprice,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/11637648_XL1_20230903.jpg,https://www.fairprice.com.sg/product/camel-natural-mix-nuts-fruits-nutty-150g-150g-11637648,sg_dataset/images/Snacks/Camel-Nuts/Camel-Nuts_029.jpg,2026-07-09
Camel-Nuts,Snacks,Camel Natural Mix Nuts - Fruits & Nutty,Camel,150g,4.99,4.99,fairprice,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/11637648_BXL1_20230903.jpg,https://www.fairprice.com.sg/product/camel-natural-mix-nuts-fruits-nutty-150g-150g-11637648,sg_dataset/images/Snacks/Camel-Nuts/Camel-Nuts_031.jpg,2026-07-09
Camel-Nuts,Snacks,Camel Fancy Mixed Nuts,Camel,135g,5.35,5.35,fairprice,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13137111_XL1_20250819.jpg,https://www.fairprice.com.sg/product/13137111,sg_dataset/images/Snacks/Camel-Nuts/Camel-Nuts_033.jpg,2026-07-09
Camel-Nuts,Snacks,Camel Fancy Mixed Nuts,Camel,135g,5.35,5.35,fairprice,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13137111_BXL1_20250819.jpg,https://www.fairprice.com.sg/product/13137111,sg_dataset/images/Snacks/Camel-Nuts/Camel-Nuts_035.jpg,2026-07-09
Camel-Nuts,Snacks,Camel Natural Baked Walnut,Camel,130g,5.35,5.35,fairprice,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13058274_XL1_20260429.jpg,https://www.fairprice.com.sg/product/camel-natural-baked-walnut-130g-13058274,sg_dataset/images/Snacks/Camel-Nuts/Camel-Nuts_037.jpg,2026-07-09
Camel-Nuts,Snacks,Camel Natural Baked Walnut,Camel,130g,5.35,5.35,fairprice,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13058274_BXL1_20260429.jpg,https://www.fairprice.com.sg/product/camel-natural-baked-walnut-130g-13058274,sg_dataset/images/Snacks/Camel-Nuts/Camel-Nuts_039.jpg,2026-07-09
Camel-Nuts,Snacks,Camel Roasted Cashews,Camel,360g,12.12,12.12,fairprice,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/268963_XL1_20250923.jpg,https://www.fairprice.com.sg/product/camel-roasted-cashew-nuts-400g-268963,sg_dataset/images/Snacks/Camel-Nuts/Camel-Nuts_041.jpg,2026-07-09
Camel-Nuts,Snacks,Camel Roasted Cashews,Camel,360g,12.12,12.12,fairprice,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/268963_BXL1_20250923.jpg,https://www.fairprice.com.sg/product/camel-roasted-cashew-nuts-400g-268963,sg_dataset/images/Snacks/Camel-Nuts/Camel-Nuts_043.jpg,2026-07-09
Camel-Nuts,Snacks,Camel Natural Baked Almonds,Camel,400g,12.12,12.12,fairprice,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/11736013_XL1_20250911.jpg,https://www.fairprice.com.sg/product/camel-natural-almonds-400g-11736013,sg_dataset/images/Snacks/Camel-Nuts/Camel-Nuts_045.jpg,2026-07-09
Camel-Nuts,Snacks,Camel Natural Baked Almonds,Camel,400g,12.12,12.12,fairprice,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/11736013_BXL1_20240912.jpg,https://www.fairprice.com.sg/product/camel-natural-almonds-400g-11736013,sg_dataset/images/Snacks/Camel-Nuts/Camel-Nuts_047.jpg,2026-07-09
Camel-Nuts,Snacks,Camel Natural Baked Cashews,Camel,360g,12.12,12.12,fairprice,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13101674_XL1_20250923.jpg,https://www.fairprice.com.sg/product/camel-natural-baked-cashews-400g-13101674,sg_dataset/images/Snacks/Camel-Nuts/Camel-Nuts_049.jpg,2026-07-09
Camel-Nuts,Snacks,Camel Natural Baked Cashews,Camel,360g,12.12,12.12,fairprice,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13101674_BXL1_20250923.jpg,https://www.fairprice.com.sg/product/camel-natural-baked-cashews-400g-13101674,sg_dataset/images/Snacks/Camel-Nuts/Camel-Nuts_051.jpg,2026-07-09
Camel-Nuts,Snacks,Camel Natural Wholesome Nut Mix - Power Bounce,Camel,10 per pack,12.12,12.12,fairprice,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13136644_XL1_20250710.jpg,https://www.fairprice.com.sg/product/camel-natural-wholesome-nut-mix-power-bounce-10-per-pack-13136644,sg_dataset/images/Snacks/Camel-Nuts/Camel-Nuts_053.jpg,2026-07-09
Camel-Nuts,Snacks,Camel Natural Wholesome Nut Mix - Power Bounce,Camel,10 per pack,12.12,12.12,fairprice,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13136644_BXL1_20250710.jpg,https://www.fairprice.com.sg/product/camel-natural-wholesome-nut-mix-power-bounce-10-per-pack-13136644,sg_dataset/images/Snacks/Camel-Nuts/Camel-Nuts_055.jpg,2026-07-09
Camel-Nuts,Snacks,Camel Natural Wholesome Nut Mix - Power Revive,Camel,10 per pack,12.12,12.12,fairprice,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13136645_XL1_20250710.jpg,https://www.fairprice.com.sg/product/13136645,sg_dataset/images/Snacks/Camel-Nuts/Camel-Nuts_057.jpg,2026-07-09
Camel-Nuts,Snacks,Camel Natural Wholesome Nut Mix - Power Revive,Camel,10 per pack,12.12,12.12,fairprice,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13136645_BXL1_20250710.jpg,https://www.fairprice.com.sg/product/13136645,sg_dataset/images/Snacks/Camel-Nuts/Camel-Nuts_059.jpg,2026-07-09
Camel-Nuts,Snacks,Camel Natural Wholesome Nut Mix - Power Delight,Camel,250g,12.12,12.12,fairprice,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13258470_XL1_20250710.jpg,https://www.fairprice.com.sg/product/camel-natural-wholesome-nut-mix-power-delight-250g-13258470,sg_dataset/images/Snacks/Camel-Nuts/Camel-Nuts_061.jpg,2026-07-09
Camel-Nuts,Snacks,Camel Natural Wholesome Nut Mix - Power Delight,Camel,250g,12.12,12.12,fairprice,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13258470_BXL1_20250710.jpg,https://www.fairprice.com.sg/product/camel-natural-wholesome-nut-mix-power-delight-250g-13258470,sg_dataset/images/Snacks/Camel-Nuts/Camel-Nuts_063.jpg,2026-07-09
Camel-Nuts,Snacks,Camel Roasted Cashews - Bundle Pack,Camel,12 x 36g,17.06,1.42,fairprice,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13237060_XL1_20240607.jpg,https://www.fairprice.com.sg/product/camel-roasted-cashews-bundle-pack-12-x-36g-13237060,sg_dataset/images/Snacks/Camel-Nuts/Camel-Nuts_065.jpg,2026-07-09
Camel-Nuts,Snacks,Camel Roasted Cashews - Bundle Pack,Camel,12 x 36g,17.06,1.42,fairprice,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13237060_LXL1_20230823.jpg,https://www.fairprice.com.sg/product/camel-roasted-cashews-bundle-pack-12-x-36g-13237060,sg_dataset/images/Snacks/Camel-Nuts/Camel-Nuts_067.jpg,2026-07-09
Camel-Nuts,Snacks,Camel Roasted Cashews - Bundle Pack,Camel,12 x 36g,17.06,1.42,fairprice,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13237060_RXL1_20230823.jpg,https://www.fairprice.com.sg/product/camel-roasted-cashews-bundle-pack-12-x-36g-13237060,sg_dataset/images/Snacks/Camel-Nuts/Camel-Nuts_069.jpg,2026-07-09
Camel-Nuts,Snacks,Camel Roasted Cashews - Bundle Pack,Camel,12 x 36g,17.06,1.42,fairprice,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13237060_BXL1_20240607.jpg,https://www.fairprice.com.sg/product/camel-roasted-cashews-bundle-pack-12-x-36g-13237060,sg_dataset/images/Snacks/Camel-Nuts/Camel-Nuts_071.jpg,2026-07-09
Camel-Nuts,Snacks,Camel Roasted Peanuts,Camel,300g,2.95,2.95,fairprice,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/12621074_XL1_20241219.jpg,https://www.fairprice.com.sg/product/camel-peanut-roasted-300g-12621074,sg_dataset/images/Snacks/Camel-Nuts/Camel-Nuts_073.jpg,2026-07-09
Camel-Nuts,Snacks,Camel Roasted Peanuts,Camel,300g,2.95,2.95,fairprice,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/12621074_BXL1_20241219.jpg,https://www.fairprice.com.sg/product/camel-peanut-roasted-300g-12621074,sg_dataset/images/Snacks/Camel-Nuts/Camel-Nuts_075.jpg,2026-07-09
Camel-Nuts,Snacks,Camel Roasted Peanut,Camel,1kg,8.15,8.15,fairprice,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13080489_XL1_20231026.jpg,https://www.fairprice.com.sg/product/camel-roasted-peanut-1kg-13080489,sg_dataset/images/Snacks/Camel-Nuts/Camel-Nuts_077.jpg,2026-07-09
Camel-Nuts,Snacks,Camel Roasted Peanut,Camel,1kg,8.15,8.15,fairprice,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13080489_BXL1_20231026.jpg,https://www.fairprice.com.sg/product/camel-roasted-peanut-1kg-13080489,sg_dataset/images/Snacks/Camel-Nuts/Camel-Nuts_079.jpg,2026-07-09
Maggi-Curry-Noodles,Noodles,Maggi Hot Heads Instant Cup Noodles - Spicy Curry,Maggi,59g,1.61,1.61,fairprice,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13082061_XL1_20231121.jpg,https://www.fairprice.com.sg/product/maggi-extra-spicy-cup-noodles-fiery-curry-59g-13082061,sg_dataset/images/Noodles/Maggi-Curry-Noodles/Maggi-Curry-Noodles_001.jpg,2026-07-09
Maggi-Curry-Noodles,Noodles,Maggi Hot Heads Instant Cup Noodles - Spicy Curry,Maggi,59g,1.61,1.61,fairprice,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13082061_LXL1_20231121.jpg,https://www.fairprice.com.sg/product/maggi-extra-spicy-cup-noodles-fiery-curry-59g-13082061,sg_dataset/images/Noodles/Maggi-Curry-Noodles/Maggi-Curry-Noodles_003.jpg,2026-07-09
Maggi-Curry-Noodles,Noodles,Maggi Hot Heads Instant Cup Noodles - Spicy Curry,Maggi,59g,1.61,1.61,fairprice,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13082061_BXL1_20231121.jpg,https://www.fairprice.com.sg/product/maggi-extra-spicy-cup-noodles-fiery-curry-59g-13082061,sg_dataset/images/Noodles/Maggi-Curry-Noodles/Maggi-Curry-Noodles_005.jpg,2026-07-09
Maggi-Curry-Noodles,Noodles,Maggi Hot Mealz Instant Bowl Noodles - Curry,Maggi,90g,1.82,1.82,fairprice,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13102721_XL1_20240830.jpg,https://www.fairprice.com.sg/product/maggi-hot-mealz-bowl-noodles-curry-96g-13102721,sg_dataset/images/Noodles/Maggi-Curry-Noodles/Maggi-Curry-Noodles_007.jpg,2026-07-09
Maggi-Curry-Noodles,Noodles,Maggi Hot Mealz Instant Bowl Noodles - Curry,Maggi,90g,1.82,1.82,fairprice,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13102721_LXL1_20240830.jpg,https://www.fairprice.com.sg/product/maggi-hot-mealz-bowl-noodles-curry-96g-13102721,sg_dataset/images/Noodles/Maggi-Curry-Noodles/Maggi-Curry-Noodles_009.jpg,2026-07-09
Maggi-Curry-Noodles,Noodles,Maggi Hot Mealz Instant Bowl Noodles - Curry,Maggi,90g,1.82,1.82,fairprice,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13102721_BXL1_20240830.jpg,https://www.fairprice.com.sg/product/maggi-hot-mealz-bowl-noodles-curry-96g-13102721,sg_dataset/images/Noodles/Maggi-Curry-Noodles/Maggi-Curry-Noodles_011.jpg,2026-07-09
Maggi-Curry-Noodles,Noodles,Maggi Hot Mealz Instant Bowl Noodles - Curry Chicken,Maggi,99g,1.82,1.82,fairprice,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13102720_XL1_20230222.jpg,https://www.fairprice.com.sg/product/maggi-hot-mealz-bowl-noodles-curry-chicken-99g-13102720,sg_dataset/images/Noodles/Maggi-Curry-Noodles/Maggi-Curry-Noodles_013.jpg,2026-07-09
Maggi-Curry-Noodles,Noodles,Maggi Hot Mealz Instant Bowl Noodles - Curry Chicken,Maggi,99g,1.82,1.82,fairprice,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13102720_LXL1_20220727.jpg,https://www.fairprice.com.sg/product/maggi-hot-mealz-bowl-noodles-curry-chicken-99g-13102720,sg_dataset/images/Noodles/Maggi-Curry-Noodles/Maggi-Curry-Noodles_015.jpg,2026-07-09
Maggi-Curry-Noodles,Noodles,Maggi Hot Mealz Instant Bowl Noodles - Curry Chicken,Maggi,99g,1.82,1.82,fairprice,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13102720_RXL1_20220727.jpg,https://www.fairprice.com.sg/product/maggi-hot-mealz-bowl-noodles-curry-chicken-99g-13102720,sg_dataset/images/Noodles/Maggi-Curry-Noodles/Maggi-Curry-Noodles_017.jpg,2026-07-09
Maggi-Curry-Noodles,Noodles,Maggi Hot Mealz Instant Bowl Noodles - Curry Chicken,Maggi,99g,1.82,1.82,fairprice,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13102720_BXL1_20220727.jpg,https://www.fairprice.com.sg/product/maggi-hot-mealz-bowl-noodles-curry-chicken-99g-13102720,sg_dataset/images/Noodles/Maggi-Curry-Noodles/Maggi-Curry-Noodles_019.jpg,2026-07-09
Maggi-Curry-Noodles,Noodles,Maggi Big 2-Minute Instant Noodles - Curry,Maggi,5 per pack,3.63,3.63,fairprice,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13064199_XL1_20250910.jpg,https://www.fairprice.com.sg/product/maggi-2-min-big-noodles-curry-5s-x-111g-13064199,sg_dataset/images/Noodles/Maggi-Curry-Noodles/Maggi-Curry-Noodles_021.jpg,2026-07-09
Maggi-Curry-Noodles,Noodles,Maggi Big 2-Minute Instant Noodles - Curry,Maggi,5 per pack,3.63,3.63,fairprice,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13064199_LXL1_20250205.jpg,https://www.fairprice.com.sg/product/maggi-2-min-big-noodles-curry-5s-x-111g-13064199,sg_dataset/images/Noodles/Maggi-Curry-Noodles/Maggi-Curry-Noodles_023.jpg,2026-07-09
Maggi-Curry-Noodles,Noodles,Maggi Big 2-Minute Instant Noodles - Curry,Maggi,5 per pack,3.63,3.63,fairprice,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13064199_RXL1_20220629.jpg,https://www.fairprice.com.sg/product/maggi-2-min-big-noodles-curry-5s-x-111g-13064199,sg_dataset/images/Noodles/Maggi-Curry-Noodles/Maggi-Curry-Noodles_025.jpg,2026-07-09
Maggi-Curry-Noodles,Noodles,Maggi Big 2-Minute Instant Noodles - Curry,Maggi,5 per pack,3.63,3.63,fairprice,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13064199_BXL1_20250205.jpg,https://www.fairprice.com.sg/product/maggi-2-min-big-noodles-curry-5s-x-111g-13064199,sg_dataset/images/Noodles/Maggi-Curry-Noodles/Maggi-Curry-Noodles_027.jpg,2026-07-09
Maggi-Curry-Noodles,Noodles,Maggi 2-Minute Instant Noodles - Curry,Maggi,5 x 79g,2.67,0.53,fairprice,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13039423_XL1_20250205.jpg,https://www.fairprice.com.sg/product/maggi-2-minute-instant-noodles-curry-5-x-79g-13039423,sg_dataset/images/Noodles/Maggi-Curry-Noodles/Maggi-Curry-Noodles_029.jpg,2026-07-09
Maggi-Curry-Noodles,Noodles,Maggi 2-Minute Instant Noodles - Curry,Maggi,5 x 79g,2.67,0.53,fairprice,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13039423_LXL1_20250205.jpg,https://www.fairprice.com.sg/product/maggi-2-minute-instant-noodles-curry-5-x-79g-13039423,sg_dataset/images/Noodles/Maggi-Curry-Noodles/Maggi-Curry-Noodles_031.jpg,2026-07-09
Maggi-Curry-Noodles,Noodles,Maggi 2-Minute Instant Noodles - Curry,Maggi,5 x 79g,2.67,0.53,fairprice,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13039423_RXL1_20220629.jpg,https://www.fairprice.com.sg/product/maggi-2-minute-instant-noodles-curry-5-x-79g-13039423,sg_dataset/images/Noodles/Maggi-Curry-Noodles/Maggi-Curry-Noodles_033.jpg,2026-07-09
Maggi-Curry-Noodles,Noodles,Maggi 2-Minute Instant Noodles - Curry,Maggi,5 x 79g,2.67,0.53,fairprice,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13039423_BXL1_20250205.jpg,https://www.fairprice.com.sg/product/maggi-2-minute-instant-noodles-curry-5-x-79g-13039423,sg_dataset/images/Noodles/Maggi-Curry-Noodles/Maggi-Curry-Noodles_035.jpg,2026-07-09
Maggi-Curry-Noodles,Noodles,Maggi Hot Heads Instant Noodles - Spicy Curry,Maggi,5 x 79g,4.02,0.8,fairprice,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13047305_XL1_20211011.jpg,https://www.fairprice.com.sg/product/maggi-instant-noodles-extra-spicy-curry-5s-x-113g-13047305,sg_dataset/images/Noodles/Maggi-Curry-Noodles/Maggi-Curry-Noodles_037.jpg,2026-07-09
Maggi-Curry-Noodles,Noodles,Maggi Hot Heads Instant Noodles - Spicy Curry,Maggi,5 x 79g,4.02,0.8,fairprice,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13047305_LXL1_20220629.jpg,https://www.fairprice.com.sg/product/maggi-instant-noodles-extra-spicy-curry-5s-x-113g-13047305,sg_dataset/images/Noodles/Maggi-Curry-Noodles/Maggi-Curry-Noodles_039.jpg,2026-07-09
Maggi-Curry-Noodles,Noodles,Maggi Hot Heads Instant Noodles - Spicy Curry,Maggi,5 x 79g,4.02,0.8,fairprice,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13047305_RXL1_20220629.jpg,https://www.fairprice.com.sg/product/maggi-instant-noodles-extra-spicy-curry-5s-x-113g-13047305,sg_dataset/images/Noodles/Maggi-Curry-Noodles/Maggi-Curry-Noodles_041.jpg,2026-07-09
Maggi-Curry-Noodles,Noodles,Maggi Hot Heads Instant Noodles - Spicy Curry,Maggi,5 x 79g,4.02,0.8,fairprice,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/13047305_BXL1_20210428.jpg,https://www.fairprice.com.sg/product/maggi-instant-noodles-extra-spicy-curry-5s-x-113g-13047305,sg_dataset/images/Noodles/Maggi-Curry-Noodles/Maggi-Curry-Noodles_043.jpg,2026-07-09
Maggi-Curry-Noodles,Noodles,Maggi-Curry-Noodles (Bing: Maggi curry instant noodles packet product),,,,,bing,https://d.ibtimes.com/en/full/1983806/screen-shot-2015-06-25-11.png,https://d.ibtimes.com/en/full/1983806/screen-shot-2015-06-25-11.png,sg_dataset/images/Noodles/Maggi-Curry-Noodles/Maggi-Curry-Noodles_045.jpg,2026-07-09
Maggi-Curry-Noodles,Noodles,Maggi-Curry-Noodles (Bing: Maggi curry instant noodles packet product),,,,,bing,https://doyouremember.com/wp-content/uploads/2023/07/Jackson-performs-the-song-Ben.png,https://doyouremember.com/wp-content/uploads/2023/07/Jackson-performs-the-song-Ben.png,sg_dataset/images/Noodles/Maggi-Curry-Noodles/Maggi-Curry-Noodles_047.jpg,2026-07-09
Maggi-Curry-Noodles,Noodles,Maggi-Curry-Noodles (Bing: Maggi curry instant noodles packet product),,,,,bing,https://images.genius.com/5ba9e415ebb3c1305cb40c2d11888826.1000x1000x1.png,https://images.genius.com/5ba9e415ebb3c1305cb40c2d11888826.1000x1000x1.png,sg_dataset/images/Noodles/Maggi-Curry-Noodles/Maggi-Curry-Noodles_049.jpg,2026-07-09
Maggi-Curry-Noodles,Noodles,Maggi-Curry-Noodles (Bing: Maggi curry instant noodles packet product),,,,,bing,https://i2-prod.hinckleytimes.net/incoming/article11318128.ece/ALTERNATES/s1227b/PM2682446.jpg,https://i2-prod.hinckleytimes.net/incoming/article11318128.ece/ALTERNATES/s1227b/PM2682446.jpg,sg_dataset/images/Noodles/Maggi-Curry-Noodles/Maggi-Curry-Noodles_052.jpg,2026-07-09
Maggi-Curry-Noodles,Noodles,Maggi-Curry-Noodles (Bing: Maggi curry instant noodles packet product),,,,,bing,https://cdn.images.express.co.uk/img/dynamic/35/750x445/1318960.jpg,https://cdn.images.express.co.uk/img/dynamic/35/750x445/1318960.jpg,sg_dataset/images/Noodles/Maggi-Curry-Noodles/Maggi-Curry-Noodles_054.jpg,2026-07-09
Maggi-Curry-Noodles,Noodles,Maggi-Curry-Noodles (Bing: Maggi curry instant noodles packet product),,,,,bing,http://www.covermesongs.com/wp-content/uploads/2018/10/Ben-500x501.jpg,http://www.covermesongs.com/wp-content/uploads/2018/10/Ben-500x501.jpg,sg_dataset/images/Noodles/Maggi-Curry-Noodles/Maggi-Curry-Noodles_056.jpg,2026-07-09
Maggi-Curry-Noodles,Noodles,Maggi-Curry-Noodles (Bing: Maggi curry instant noodles packet product),,,,,bing,https://i.scdn.co/image/ab67616d0000b273a1f07a5316047b5be5ef0b83,https://i.scdn.co/image/ab67616d0000b273a1f07a5316047b5be5ef0b83,sg_dataset/images/Noodles/Maggi-Curry-Noodles/Maggi-Curry-Noodles_058.jpg,2026-07-09
Maggi-Curry-Noodles,Noodles,Maggi-Curry-Noodles (Bing: Maggi curry instant noodles packet product),,,,,bing,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEiCEmiuW4uDp2zT0POT-aYFMf6CCeJToM8FRRLTMAcQqfNueMIUnVYuwa7tL9tlLH91n5Aazr3sAipURasYYt7RLL17Fq348op7M_35VAZYVJUSzlWo9yilNWg3lxexeb_2iv-UcxjvmH4/s1600/Ben+1972+Lyrics.jpg,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEiCEmiuW4uDp2zT0POT-aYFMf6CCeJToM8FRRLTMAcQqfNueMIUnVYuwa7tL9tlLH91n5Aazr3sAipURasYYt7RLL17Fq348op7M_35VAZYVJUSzlWo9yilNWg3lxexeb_2iv-UcxjvmH4/s1600/Ben+1972+Lyrics.jpg,sg_dataset/images/Noodles/Maggi-Curry-Noodles/Maggi-Curry-Noodles_060.jpg,2026-07-09
Maggi-Curry-Noodles,Noodles,Maggi-Curry-Noodles (Bing: Maggi curry instant noodles packet product),,,,,bing,https://images.squarespace-cdn.com/content/v1/56858337cbced60d3b293aef/a8865683-c1f9-47bb-ae4e-b777866471f4/Albumism_MichaelJackson_Ben_MainImage_16x9.jpg,https://images.squarespace-cdn.com/content/v1/56858337cbced60d3b293aef/a8865683-c1f9-47bb-ae4e-b777866471f4/Albumism_MichaelJackson_Ben_MainImage_16x9.jpg,sg_dataset/images/Noodles/Maggi-Curry-Noodles/Maggi-Curry-Noodles_062.jpg,2026-07-09
Maggi-Curry-Noodles,Noodles,Maggi-Curry-Noodles (Bing: Maggi curry instant noodles packet product),,,,,bing,https://musiclyrics.com/app/uploads/2017/04/Michael-Jackson-Ben.jpg,https://musiclyrics.com/app/uploads/2017/04/Michael-Jackson-Ben.jpg,sg_dataset/images/Noodles/Maggi-Curry-Noodles/Maggi-Curry-Noodles_064.jpg,2026-07-09
Maggi-Curry-Noodles,Noodles,Maggi-Curry-Noodles (Bing: Maggi curry instant noodles packet product),,,,,bing,https://static.toiimg.com/photo/99765193.cms,https://static.toiimg.com/photo/99765193.cms,sg_dataset/images/Noodles/Maggi-Curry-Noodles/Maggi-Curry-Noodles_067.jpg,2026-07-09
Maggi-Curry-Noodles,Noodles,Maggi-Curry-Noodles (Bing: Maggi curry instant noodles packet product),,,,,bing,https://learn.microsoft.com/en-us/power-bi/visuals/media/power-bi-visualization-radial-gauge-charts/power-bi-gauge-needle.png,https://learn.microsoft.com/en-us/power-bi/visuals/media/power-bi-visualization-radial-gauge-charts/power-bi-gauge-needle.png,sg_dataset/images/Noodles/Maggi-Curry-Noodles/Maggi-Curry-Noodles_069.jpg,2026-07-09
Maggi-Curry-Noodles,Noodles,Maggi-Curry-Noodles (Bing: Maggi curry instant noodles packet product),,,,,bing,https://learn.microsoft.com/en-us/power-bi/visuals/media/power-bi-visualization-radial-gauge-charts/power-bi-gauge-chart.png,https://learn.microsoft.com/en-us/power-bi/visuals/media/power-bi-visualization-radial-gauge-charts/power-bi-gauge-chart.png,sg_dataset/images/Noodles/Maggi-Curry-Noodles/Maggi-Curry-Noodles_071.jpg,2026-07-09
Maggi-Curry-Noodles,Noodles,Maggi-Curry-Noodles (Bing: Maggi curry instant noodles packet product),,,,,bing,https://inforiver.com/wp-content/uploads/013-1-1536x881.png,https://inforiver.com/wp-content/uploads/013-1-1536x881.png,sg_dataset/images/Noodles/Maggi-Curry-Noodles/Maggi-Curry-Noodles_073.jpg,2026-07-09
Maggi-Curry-Noodles,Noodles,Maggi-Curry-Noodles (Bing: Maggi curry instant noodles packet product),,,,,bing,https://learn.microsoft.com/en-us/power-bi/visuals/media/power-bi-visualization-radial-gauge-charts/power-bi-final.png,https://learn.microsoft.com/en-us/power-bi/visuals/media/power-bi-visualization-radial-gauge-charts/power-bi-final.png,sg_dataset/images/Noodles/Maggi-Curry-Noodles/Maggi-Curry-Noodles_075.jpg,2026-07-09
Maggi-Curry-Noodles,Noodles,Maggi-Curry-Noodles (Bing: Maggi curry instant noodles packet product),,,,,bing,https://www.enjoysharepoint.com/wp-content/uploads/2024/05/gauge-visual-power-bi.jpg,https://www.enjoysharepoint.com/wp-content/uploads/2024/05/gauge-visual-power-bi.jpg,sg_dataset/images/Noodles/Maggi-Curry-Noodles/Maggi-Curry-Noodles_077.jpg,2026-07-09
Maggi-Curry-Noodles,Noodles,Maggi-Curry-Noodles (Bing: Maggi curry instant noodles packet product),,,,,bing,https://data-flair.training/blogs/wp-content/uploads/sites/2/2018/07/power-bi-roller.png,https://data-flair.training/blogs/wp-content/uploads/sites/2/2018/07/power-bi-roller.png,sg_dataset/images/Noodles/Maggi-Curry-Noodles/Maggi-Curry-Noodles_079.jpg,2026-07-09
Maggi-Curry-Noodles,Noodles,Maggi-Curry-Noodles (Bing: Maggi curry instant noodles packet product),,,,,bing,https://media.geeksforgeeks.org/wp-content/uploads/20221025205824/HowToCreateARadialGaugeChartInPowerBI6-1024x690.png,https://media.geeksforgeeks.org/wp-content/uploads/20221025205824/HowToCreateARadialGaugeChartInPowerBI6-1024x690.png,sg_dataset/images/Noodles/Maggi-Curry-Noodles/Maggi-Curry-Noodles_081.jpg,2026-07-09
Koka-Noodles,Noodles,Koka Ezy Cook Plain Noodles,Koka,375g,1.58,1.58,fairprice,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/396649_XL1_20260601.jpg,https://www.fairprice.com.sg/product/koka-ezy-cook-plain-noodle-375g-396649,sg_dataset/images/Noodles/Koka-Noodles/Koka-Noodles_001.jpg,2026-07-09
Koka-Noodles,Noodles,Koka Ezy Cook Plain Noodles,Koka,375g,1.58,1.58,fairprice,https://media.nedigital.sg/fairprice/fpol/media/images/product/XL/396649_LXL1_20210125.jpg,https://www.fairprice.com.sg/product/koka-ezy-cook-plain-noodle-375g-396649,sg_dataset/images/Noodles/Koka-Noodles/Koka-Noodles_003.jpg,2026-07-09
